Composer,Krithi,Raga,Raga_Normalized,Hyperlink
Thyagaraja,parAmukhamEla,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-paraamukhamela-raga.html
Thyagaraja,paripAlaya dASarathE,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-paripaalaya-dasarathae.html
Thyagaraja,paripAlaya paripAlaya,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-paripaalaya.html
Thyagaraja,paripUrNa kAma,pUri kalyANi,purikalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-paripoorna-kama-raga.html
Thyagaraja,patiki hArati,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/02/thyagaraja-kriti-pathiki-haarathi-raga.html
Thyagaraja,pAhi mAM harE,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-paahi-maam-harae-raga.html
Thyagaraja,pAhi pAhi dIna bandhO,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-paahi-paahi-deena.html
Thyagaraja,pAhi rAma candra,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-pahi-ramachandra-raga.html
Thyagaraja,prArabdham,svarAvaLi,svaravali,http://thyagaraja-vaibhavam.blogspot.com/2008/02/thyagaraja-kriti-praarabdham-raga.html
Thyagaraja,proddu poyyenu,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-proddu-poyyenu-raga.html
Thyagaraja,raghu nandana,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-raghu-nandana-raghu.html
Thyagaraja,raghu nandana rAja,Suddha dESi,suddhadesi,http://thyagaraja-vaibhavam.blogspot.com/2007/06/thyagaraja-kriti-raghu-nandana-raaja.html
Thyagaraja,raghu nAyaka,hamsa dhvani,hamsadhvani,http://thyagaraja-vaibhavam.blogspot.com/2008/07/thyagaraja-kriti-raghu-nayaka-raga.html
Thyagaraja,raghu vara nannu,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-raghuvara-nannu-raga.html
Thyagaraja,ramA ramaNa rArA,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-ramaa-ramana-rara-raga.html
Thyagaraja,ranga nAyaka,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-ranga-nayaka-raga.html
Thyagaraja,rAga ratna,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-raaga-ratna-raga.html
Thyagaraja,rAju veDale,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-raju-vedale-raga-todi.html
Thyagaraja,rAma daivamA,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-rama-daivama-raga.html
Thyagaraja,rAma kathA,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-rama-kathaa-raga.html
Thyagaraja,rAma nAmaM bhajarE,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-rama-namam-bhajarae.html
Thyagaraja,rAma nAmamu janma,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/05/thyagaraja-kriti-rama-namamu-janma.html
Thyagaraja,rAma ninu vinA,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-rama-ninnu-vina-raga.html
Thyagaraja,rAma nIvAdukonduvO,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-rama-neevadukonduvo.html
Thyagaraja,rAma rAma gOvinda,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-rama-rama-govinda-raga.html
Thyagaraja,rAma rAma kRshNa,gauLipantu,gaulipantu,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-rama-rama-krishna-raga.html
Thyagaraja,rAma rAma rAma nApai,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-rama-rama-rama-napai.html
Thyagaraja,rAma rAma rAma rAma,cencuruTi,cencuruti,http://thyagaraja-vaibhavam.blogspot.com/2008/02/thyagaraja-kriti-rama-rama-rama-rama.html
Thyagaraja,rAma samayamu,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-rama-samayamu-raga.html
Thyagaraja,rAma sItA rAma,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-rama-sita-rama-rama.html
Thyagaraja,rAma SrI rAma lAli,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-rama-sri-rama-lali.html
Thyagaraja,rAmacandra nI daya,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-ramachandra-ni-daya.html
Thyagaraja,rAmuni maravakavE,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-raamuni-maravakavae.html
Thyagaraja,rArA nannElukOrA,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-raaraa-nannelukoraa.html
Thyagaraja,rArA raghuvIra,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/05/thyagraja-kriti-rara-ragahuvira-raga.html
Thyagaraja,rE mAnasa,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-re-manasa-raga-todi.html
Thyagaraja,rUkalu padi vElu,dESiya tODi,desiyatodi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-rukalu-padivelu-raga.html
Thyagaraja,sadA madini,gambhIra vANi,gambhiravani,http://thyagaraja-vaibhavam.blogspot.com/2008/07/thyagaraja-kriti-sadaa-madini-raga.html
Thyagaraja,samayamu EmarakE,kalgaDa,kalgada,http://thyagaraja-vaibhavam.blogspot.com/2009/01/tyagaraja-kriti-samayamu-emarake-raga.html
Thyagaraja,sandEhamuyElarA,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-sandehamuyelara-raga.html
Thyagaraja,sarasIruha nayanE,amRta varshiNi,amrtavarshini,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-saraseeruha-nayane.html
Thyagaraja,sari jEsi vEduka,tIvra vAhini,tivravahini,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-sari-jesi-veduka-raga.html
Thyagaraja,sAramE kAni,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-sarame-kani-raga.html
Thyagaraja,sArasa nEtra,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-saarasa-netra-raga.html
Thyagaraja,sArvabhauma,rAga panjaraM,ragapanjaram,http://thyagaraja-vaibhavam.blogspot.com/2008/02/thyagaraja-kriti-saarvabhauma-raga.html
Thyagaraja,siggu mAli,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-siggu-maali-raga.html
Thyagaraja,sItA kalyANa,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-sita-kalyana.html
Thyagaraja,sItA nAyaka,rIti gauLa,ritigaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-seetha-naayaka-raga.html
Thyagaraja,sItA pati kAvavayya,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-sitapati-kaavavayya.html
Thyagaraja,sItamma mAyamma,vasanta,vasanta,http://thyagaraja-vaibhavam.blogspot.com/2007/04/thyagaraja-kriti-seethamma-maayamma.html
Thyagaraja,sogasu jUDa,kannaDa gauLa,kannadagaula,http://thyagaraja-vaibhavam.blogspot.com/2007/07/thyagaraja-kriti-sogasu-jooda-raga.html
Thyagaraja,suguNamulE,cakravAkaM,cakravakam,http://thyagaraja-vaibhavam.blogspot.com/2007/04/thyagaraja-kriti-sugunamulae-raga.html
Thyagaraja,sundara tara dEhaM,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-sundaratara-deham-raga.html
Thyagaraja,sundarESvaruni,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-sundaresvaruni-raga.html
Thyagaraja,sundari nI divya,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-sundari-nee-divya-raga.html
Thyagaraja,svara rAga sudhA,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-svara-raga-sudha-raga.html
Thyagaraja,SambhO mahA dEva,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-sambho-mahadeva-raga.html
Thyagaraja,SambhO Siva,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-sambho-siva-sankara.html
Thyagaraja,Sara Sara samaraika,kuntala varALi,kuntalavarali,http://thyagaraja-vaibhavam.blogspot.com/2007/11/thyagaraja-kriti-sara-sara-samaraika.html
Thyagaraja,SaraNu SaraNanucu,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-saranu-sarananucu-raga.html
Thyagaraja,SaSi vadana,candra jyOti,candrajyoti,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-sasi-vadana-raga.html
Thyagaraja,SAntamu lEka,sAma,sama,http://thyagaraja-vaibhavam.blogspot.com/2008/02/thyagaraja-kriti-saantamu-leka-raga.html
Thyagaraja,Siva Siva,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-siva-siva-raga.html
Thyagaraja,SivE pAhi mAM,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-sive-pahimam-raga.html
Thyagaraja,SObhAnE SObhAnE,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-sobhane-sobhane-raga.html
Thyagaraja,SRngArincukoni,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-sringaarinchukoni-raga.html
Thyagaraja,SrI gaNapatini,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-sri-ganapathini-raga.html
Thyagaraja,SrI janaka tanayE,kalakaNThi,kalakanthi,http://thyagaraja-vaibhavam.blogspot.com/2009/01/ty.html
Thyagaraja,SrI jAnaki manOhara,ISa manOhari,isamanohari,http://thyagaraja-vaibhavam.blogspot.com/2007/11/thyagaraja-kriti-sri-janaki-manohari.html
Thyagaraja,SrI mAnini,pUrNa shaDjaM,purnashadjam,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-sri-maanini-raga.html
Thyagaraja,SrI raghu kulamandu,hamsa dhvani,hamsadhvani,http://thyagaraja-vaibhavam.blogspot.com/2008/07/thyagaraja-kriti-sri-raghu-kulamandu.html
Thyagaraja,SrI raghu vara dASarathE,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/04/thyagaraja-kriti-sri-raghuvara.html
Thyagaraja,SrI rAma jaya rAma,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-sri-rama-jaya-rama.html
Thyagaraja,SrI rAma pAdamA,amRta vAhini,amrtavahini,http://thyagaraja-vaibhavam.blogspot.com/2007/06/thyagaraja-kriti-sri-rama-paadamaa-raga.html
Thyagaraja,SrI rAma rAma jagadAtma,pUrNa candrika,purnacandrika,http://thyagaraja-vaibhavam.blogspot.com/2008/06/thyagaraja-kriti-sri-rama-rama.html
Thyagaraja,SrI rAma rAma rAma,nIlAmbari,nilambari,http://thyagaraja-vaibhavam.blogspot.com/2008/06/thyagaraja-kriti-sri-rama-rama-rama.html
Thyagaraja,SrIpa priya,aThANa,athana,http://thyagaraja-vaibhavam.blogspot.com/2008/05/thyagaraja-kriti-sripa-priya-raga.html
Thyagaraja,SrIpaptE nI pada,nAga svarAvaLi,nagasvaravali,http://thyagaraja-vaibhavam.blogspot.com/2008/01/thyagaraja-kriti-sripathe-nee-pada-raga.html
Thyagaraja,tana mIdanE,bhUshAvaLi,bhushavali,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-tanameedane-raga.html
Thyagaraja,tappi bratiki,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-tappi-bratiki-raga.html
Thyagaraja,telisi rAma,pUrNa candrika,purnacandrika,http://thyagaraja-vaibhavam.blogspot.com/2008/06/thyagaraja-kriti-thelisi-rama.html
Thyagaraja,tera tIyaga,gauLipantu,gaulipantu,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-tera-teeyaga-raadaa.html
Thyagaraja,toli nEnu jEsina,kOkila dhvani,kokiladhvani,http://thyagaraja-vaibhavam.blogspot.com/2008/01/thyagaraja-kriti-tholi-nenu-jesina-raga.html
Thyagaraja,tuLasI bilva,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-thulasi-bilva-raga.html
Thyagaraja,tuLasi daLamulacE,mAyA mALava gauLa,mayamalavagaula,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-tulasi-dalamulacae.html
Thyagaraja,uyyAlalUgavayya,nIlAmbari,nilambari,http://thyagaraja-vaibhavam.blogspot.com/2008/05/thyagaraja-kriti-uyyalalugavayya-raga.html
Thyagaraja,vaccunu hari,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-vacchunu-hari-raga.html
Thyagaraja,vaddanE vAru,shaNmukha priya,shanmukhapriya,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-vaddane-vaaru-raga.html
Thyagaraja,valla kAdanaka,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-valla-kadanaka-raga.html
Thyagaraja,vanaja nayanuDani,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-vanaja-nayanudani-raga.html
Thyagaraja,vara lIla gAna,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-vara-leela-gana-raga.html
Thyagaraja,vara nArada,vijaya SrI,vijaya,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-vara-narada-raga.html
Thyagaraja,vara rAga laya,cencu kAmbhOji,cencukambhoji,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-vara-raaga-laya-raga.html
Thyagaraja,vara Sikhi vAhana,supradIpaMa,supradipama,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-vara-sikhi-vaahana.html
Thyagaraja,varadA navanItASa,rAga panjaraM,ragapanjaram,http://thyagaraja-vaibhavam.blogspot.com/2008/02/thyagaraja-kriti-varadaa-navaneethaasa.html
Thyagaraja,varada rAja,svara bhUshaNi,svarabhushani,http://thyagaraja-vaibhavam.blogspot.com/2007/10/thyagaraja-kriti-varada-raja-raga-svara.html
Thyagaraja,varamaina nEtrOtsava,paraju,paraju,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-varamaina-netrotsava.html
Thyagaraja,varAlandukommani,ghurjari,ghurjari,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-varaalandukommani-raga.html
Thyagaraja,vAcAmagOcaramE,kaikavaSi,kaikavasi,http://thyagaraja-vaibhavam.blogspot.com/2008/09/thyagaraja-kriti-vaachaamagocharame.html
Thyagaraja,vADErA daivamu,pantuvarALi,pantuvarali,http://thyagaraja-vaibhavam.blogspot.com/2008/08/thyagaraja-kriti-vadera-daivamu-raga.html
Thyagaraja,vAridhi nIku,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-vaaridhi-neeku-raga.html
Thyagaraja,vArija nayana-1,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-vaarija-nayana-1-raga.html
Thyagaraja,vArija nayana-2,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-vaarija-nayana-2-raga.html
Thyagaraja,vAsudEvayani,kalyANi,kalyani,http://thyagaraja-vaibhavam.blogspot.com/2008/10/thyagaraja-kriti-vasudevayani-raga.html
Thyagaraja,veDalenu kOdaNDa pANi,tODi,todi,http://thyagaraja-vaibhavam.blogspot.com/2008/11/thyagaraja-kriti-vedalenu-kothandapani.html
Thyagaraja,vEnkaTESa,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-venkatesa-raga.html
Thyagaraja,vENu gAna,kEdAra gauLa,kedaragaula,http://thyagaraja-vaibhavam.blogspot.com/2007/12/thyagaraja-kriti-venu-gaana-loluni-raga.html
Thyagaraja,vErevvarE gati,suraTi,surati,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-verevvare-gati-raga.html
Thyagaraja,vidulaku mrokkeda,mAyA mALava gauLa,mayamalavagaula,http://thyagaraja-vaibhavam.blogspot.com/2007/03/thyagaraja-kriti-vidulaku-mrokkeda-raga.html
Thyagaraja,vinatA suta vAhana,jayanta sEna,jayantasena,http://thyagaraja-vaibhavam.blogspot.com/2007/08/thyagaraja-kriti-vinataa-suta-vaahana.html
Thyagaraja,vinAyakuni,madhyamAvati,madhyamavati,http://thyagaraja-vaibhavam.blogspot.com/2007/09/thyagaraja-kriti-vinaayakuni-raga.html
Thyagaraja,vinayamunanu,saurAshTraM,saurashtram,http://thyagaraja-vaibhavam.blogspot.com/2007/05/thyagaraja-kriti-vinayamunanu-raga.html
Thyagaraja,vishNu vAhanuDu,SankarAbharaNaM,sankarabharanam,http://thyagaraja-vaibhavam.blogspot.com/2008/03/thyagaraja-kriti-vishnu-vahanundidigo.html
Thyagaraja,yuktamu kAdu,SrI rAgaM,ragam,http://thyagaraja-vaibhavam.blogspot.com/2007/10/thyagaraja-kriti-yuktamu-kaadu-raga-sri.html
